document_number,question,answer,num_hops,num_set_operations,multiple_answers,llm_response
1,what company is the lead arranger in the agreement,"n.a., bank of america",1,0,0,"BANK OF AMERICA, N.A."
1,what company is the bookrunner in the agreement,"n.a., bank of america",1,0,0,"BANK OF AMERICA, N.A."
1,what company is the arranger in the agreement,"n.a., bank of america",1,0,0,"Bank of America, N.A., an affiliate of BofA Securities, Inc."
1,what company is the lenders in the agreement,"n.a., bank of america",1,0,0,Not found
1,what company is the borrower in the agreement,"inc., franklin resources",1,0,0,"FRANKLIN RESOURCES, INC."
53,what is the position of charles m. joye iii,senior vice president,1,0,0,Senior Vice President
53,in what organization does charles m. joye iii work,cadence bank,1,0,0,"CADENCE BANK, NATIONAL ASSOCIATION"
53,in what organization does marie perry work,jamba juice advertising fund inc.,1,0,0,JAMBA JUICE COMPANY
53,who is the representative of cadence bank,charles m. joye iii,1,0,0,Charles M. Joye III
53,who is the representative of jamba juice advertising fund inc.,marie perry,1,0,0,Marie Perry
53,"what is the role of jamba, inc. in the agreement",holdings,1,0,0,Holdings
53,what is the role of jamba juice company in the agreement,borrower,1,0,0,Borrower
53,what is the role of cadence bank in the agreement,administrative agent,1,0,0,Administrative Agent and L/C Issuer
53,what is the role of jamba juice advertising fund inc. in the agreement,guarantors,1,0,0,Guarantors
53,what company is the holdings in the agreement,"inc., jamba",1,0,0,"JAMBA, INC."
53,what company is the borrower in the agreement,jamba juice company,1,0,0,JAMBA JUICE COMPANY
53,what company is the administrative agent in the agreement,cadence bank,1,0,0,"CADENCE BANK, NATIONAL ASSOCIATION"
53,what company is the c issuer in the agreement,cadence bank,1,0,0,"CADENCE BANK, NATIONAL ASSOCIATION"
53,what company is the lender in the agreement,cadence bank,1,0,0,"CADENCE BANK, NATIONAL ASSOCIATION"
53,what company is the guarantors in the agreement,jamba juice advertising fund inc.,1,0,0,JAMBA JUICE ADVERTISING FUND INC.
47,what is the position of anthony galea,vice president,1,0,0,Vice President
47,what is the position of bremmer kneib,vice president,1,0,0,Vice President
47,what is the position of brian mcnany,director,1,0,0,Director
47,what is the position of james edgemond,chief financial officer and treasurer,1,0,0,Chief Financial Officer and Treasurer
47,what is the position of john p. treadwell jr.,vice president,1,0,0,Vice President
47,what is the position of kirk tesch,managing director,1,0,0,Managing Director
47,what is the position of marni mcmanus,vice president,1,0,0,Vice President
47,what is the position of philip f. kurpiewski,vice president,1,0,0,Senior Vice President
47,what is the position of robert laporte,senior vice president,1,0,0,Senior Vice President
47,what is the position of samuel coward,vice president,1,0,0,VICE PRESIDENT
47,in what organization does anthony galea work,deutsche bank ag new york branch,1,0,0,"JPMORGAN CHASE BANK, N.A."
47,in what organization does bremmer kneib work,"pnc bank, national association",1,0,0,"PNC BANK, NATIONAL ASSOCIATION"
47,in what organization does brian mcnany work,"ltd., the bank of tokyo mitsubishi ufj",1,0,0,"THE BANK OF TOKYO-MITSUBISHI UFJ, LTD."
47,in what organization does james edgemond work,united therapeutics corporation,1,0,0,UNITED THERAPEUTICS CORPORATION
47,in what organization does john p. treadwell jr. work,deutsche bank ag new york branch,1,0,0,"HSBC BANK USA, N.A."
47,in what organization does kirk tesch work,"wells fargo bank, national association",1,0,0,"WELLS FARGO BANK, NATIONAL ASSOCIATION"
47,in what organization does kristie li work,"n.a., bank of america",1,0,0,DNB CAPITAL LLC
47,in what organization does marni mcmanus work,deutsche bank ag new york branch,1,0,0,"CITIBANK, N.A."
47,in what organization does ming k. chu work,deutsche bank ag new york branch,1,0,0,DEUTSCHE BANK AG NEW YORK BRANCH
47,in what organization does philip f. kurpiewski work,deutsche bank ag new york branch,1,0,0,DNB CAPITAL LLC
47,in what organization does robert laporte work,"n.a., bank of america",1,0,0,"BANK OF AMERICA, N.A."
47,in what organization does samuel coward work,barclays bank plc,1,0,0,BARCLAYS BANK PLC
47,in what organization does virginia cosenza work,deutsche bank ag new york branch,1,0,0,DEUTSCHE BANK AG NEW YORK BRANCH
47,who is the representative of barclays bank plc,samuel coward,1,0,0,Samuel Coward
47,"who is the representative of pnc bank, national association",bremmer kneib,1,0,0,Bremmer Kneib
47,"who is the representative of the bank of tokyo mitsubishi ufj, ltd.",brian mcnany,1,0,0,Brian McNany
47,who is the representative of united therapeutics corporation,james edgemond,1,0,0,James Edgemond
47,"who is the representative of wells fargo bank, national association",kirk tesch,1,0,0,Kirk Tesch
47,"which company is associated with 1040 spring streetsilver spring, maryland 20910",united therapeutics corporation,1,0,0,United Therapeutics Corporation
47,"which company is associated with 1735 connecticut avenue, n.w.washington, district of columbia 20009",united therapeutics corporation,1,0,0,United Therapeutics Corporation
47,"which company is associated with 301 south college street, 14th floorcharlotte, nc 28202","wells fargo bank, national association",1,0,0,"Wells Fargo Bank, National Association"
47,what is the role of lung biotechnology pbc in the agreement,guarantors,1,0,0,Guarantor
47,"what is the role of 1109 spring holdings, llc, a delaware limited liability company in the agreement",subsidiaries,1,0,0,Subsidiary
47,"what is the role of 1109 spring managing member, llc, a delaware limited liability company in the agreement",subsidiaries,1,0,0,Subsidiary
47,"what is the role of evolung inc., a delaware corporation in the agreement",subsidiaries,1,0,0,Subsidiary
47,"what is the role of lung biotechnology nanjing co., ltd., a chinese wholly foreign owned entity in the agreement",subsidiaries,1,0,0,Subsidiary
47,"what is the role of lung biotechnology hong kong limited, a hong kong company in the agreement",subsidiaries,1,0,0,Subsidiary
47,"what is the role of lung biotechnology pbc, a delaware public benefit corporation in the agreement",subsidiaries,1,0,0,Guarantor
47,"what is the role of lung rx limited, a united kingdom company in the agreement",subsidiaries,1,0,0,Subsidiary
47,"what is the role of merrill lynch, pierce, fenner smith incorporated, in the agreement",bookrunners,1,0,0,Joint Lead Arrangers and Joint Bookrunners
47,"what is the role of pnc capital markets llc, in the agreement",bookrunners,1,0,0,Joint Lead Arrangers and Joint Bookrunners
47,"what is the role of revivicor, inc., a delaware corporation in the agreement",subsidiaries,1,0,0,Subsidiary
47,"what is the role of utasia inc., a delaware corporation in the agreement",subsidiaries,1,0,0,Subsidiary
47,"what is the role of utasia inc. shanghai representative office, a chinese representative office in the agreement",subsidiaries,1,0,0,Subsidiary
47,"what is the role of united therapeutics europe, ltd., a united kingdom company in the agreement",subsidiaries,1,0,0,Subsidiary
47,"what is the role of unither.com, inc., a delaware corporation in the agreement",subsidiaries,1,0,0,Subsidiary
47,"what is the role of unither biotech inc., a canadian corporation in the agreement",subsidiaries,1,0,0,Subsidiary
47,"what is the role of unither pharma, llc, a delaware limited liability company in the agreement",subsidiaries,1,0,0,Subsidiary
47,"what is the role of unither pharmaceuticals, llc, a delaware limited liability company in the agreement",subsidiaries,1,0,0,Subsidiary
47,"what is the role of unither telmed, ltd., a delaware corporation in the agreement",subsidiaries,1,0,0,Subsidiary
47,"what is the role of unither therapeutik gmbh, a german company in the agreement",subsidiaries,1,0,0,Subsidiary
47,"what is the role of wells fargo securities, llc, in the agreement",bookrunners,1,0,0,"Joint Lead Arranger, Joint Bookrunner"
47,"what is the role of pnc bank, national association in the agreement",co syndication agents,1,0,0,Co-Syndication Agent
47,"what is the role of bank of america, n.a. in the agreement",co syndication agents,1,0,0,Co-Syndication Agent
47,what is the role of united therapeutics corporation in the agreement,borrower,1,0,0,Borrower
47,what is the role of deutsche bank ag new york branch in the agreement,co syndication agents,1,0,0,Lender
47,what company is the guarantors in the agreement,lung biotechnology pbc,1,0,0,CERTAIN SUBSIDIARIES OF THE BORROWER PARTY HERETO
47,what company is the borrower in the agreement,united therapeutics corporation,1,0,0,UNITED THERAPEUTICS CORPORATION
47,"what company is the administrative agent, in the agreement","wells fargo bank, national association",1,0,0,"WELLS FARGO BANK, NATIONAL ASSOCIATION"
90,what is the position of alexander foster,avp,1,0,0,AVP
90,what is the position of annie chung,director,1,0,0,Director
90,what is the position of barry fehily,managing director,1,0,0,Managing Director
90,what is the position of brad matthews,director,1,0,0,Director
90,what is the position of carlos cruz,executive director,1,0,0,Executive Director
90,what is the position of christopher a. salek,vice president,1,0,0,Vice President
90,what is the position of christopher matheson,senior vice president,1,0,0,Senior Vice President
90,what is the position of clement yu,director,1,0,0,Director
90,what is the position of david c. beckett,senior vice president,1,0,0,Senior Vice President
90,what is the position of irv roa,senior vice president,1,0,0,Senior Vice President
90,what is the position of kaye ea,managing director,1,0,0,Managing Director
90,what is the position of kelsey e. hehman,assistant vice president,1,0,0,Assistant Vice President
90,what is the position of kevin d. higgins,managing director,1,0,0,Managing Director
90,what is the position of michael maguire,executive director,1,0,0,Executive Director
90,what is the position of michael pearce,managing director,1,0,0,Managing Director
90,what is the position of sean hassett,director,1,0,0,Director
90,what is the position of thomas m. manning,authorized signatory,1,0,0,Authorized Signatory
90,what is the position of todd grossnickle,director,1,0,0,Director
90,in what organization does alexander foster work,hsbc bank usa,1,0,0,"HSBC BANK USA, N.A."
90,in what organization does annie chung work,ing bank n.v.,1,0,0,DEUTSCHE BANK AG NEW YORK BRANCH
90,in what organization does barry fehily work,ing bank n.v.,1,0,0,ING BANK N.V.
90,in what organization does brad matthews work,ing bank n.v.,1,0,0,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK
90,in what organization does carlos cruz work,truist bank,1,0,0,TRUIST BANK
90,in what organization does christopher a. salek work,jpmorgan chase bank,1,0,0,"JPMORGAN CHASE BANK, N.A."
90,in what organization does christopher matheson work,santander bank,1,0,0,"TD BANK, N.A."
90,in what organization does clement yu work,ing bank n.v.,1,0,0,THE BANK OF NOVA SCOTIA
90,in what organization does david c. beckett work,santander bank,1,0,0,"PNC BANK, NATIONAL ASSOCIATION"
90,in what organization does donna demagistris work,goldman sachs bank usa,1,0,0,"MIZUHO BANK, LTD."
90,in what organization does irv roa work,santander bank,1,0,0,SANTANDER BANK NA
90,in what organization does kaye ea work,ing bank n.v.,1,0,0,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK
90,in what organization does kelsey e. hehman work,u.s. bank national association,1,0,0,U.S. BANK NATIONAL ASSOCIATION
90,in what organization does kevin d. higgins work,ing bank n.v.,1,0,0,ASHLAND SERVICES B.V.
90,in what organization does michael maguire work,truist bank,1,0,0,SUMITOMO MITSUI BANKING CORPORATION
90,in what organization does michael pearce work,ing bank n.v.,1,0,0,BNP PARIBAS
90,in what organization does michael s. barnett work,santander bank,1,0,0,"FIFTH THIRD BANK, NATIONAL ASSOCIATION"
90,in what organization does michael vondriska work,jpmorgan chase bank,1,0,0,"CITIBANK, N.A."
90,in what organization does ming k. chu work,ing bank n.v.,1,0,0,DEUTSCHE BANK AG NEW YORK BRANCH
90,in what organization does mukesh singh work,ing bank n.v.,1,0,0,"BANK OF AMERICA, N.A."
90,in what organization does sean hassett work,ing bank n.v.,1,0,0,ING BANK N.V.
90,in what organization does thomas m. manning work,goldman sachs bank usa,1,0,0,GOLDMAN SACHS BANK USA
90,in what organization does todd grossnickle work,ing bank n.v.,1,0,0,BNP PARIBAS
