document_number,question,answer,num_hops,num_set_operations,multiple_answers,llm_response
60,what are the roles in the agreement of the company where joshua dearmon is employed,"agents, arrangers, bookrunner, book manager, lead arranger, documentation agent",2,0,1,Not found
60,what are the roles in the agreement of the company where bernadette collins is employed,"agents, arrangers, bookrunner, book manager, lead arranger, documentation agent",2,0,1,Not found
60,what are the roles in the agreement of the company where michael s. barnett is employed,"agents, arrangers, bookrunner, book manager, lead arranger, documentation agent",2,0,1,Not found
60,what are the roles in the agreement of the company where eric h. williams is employed,"agents, arrangers, bookrunner, book manager, lead arranger, documentation agent",2,0,1,Not found
60,what are the roles in the agreement of the company associated with bank of montreal,"agents, arrangers, bookrunners",2,0,1,"Documentation Agents, Joint Lead Arrangers and Joint Bookrunners"
60,"what are the roles in the agreement of the company associated with bofa securities, inc.","arrangers, bookrunners",2,0,1,Joint Lead Arrangers and Joint Bookrunners
60,"what are the roles in the agreement of the company associated with citibank, n.a.","arrangers, bookrunners",2,0,1,"Administrative Agent, Joint Lead Arranger and Joint Bookrunner, Syndication Agent"
60,"what are the roles in the agreement of the company associated with mufg bank, ltd.","arrangers, bookrunners",2,0,1,"Syndication Agent, Joint Lead Arrangers and Joint Bookrunners"
60,what are the roles in the agreement of the company associated with u.s. bank national association,"agents, arrangers, bookrunners",2,0,1,Not found
60,what are the roles in the agreement of the company associated with wells fargo securities llc,"arrangers, bookrunners",2,0,1,Not found
60,"what are the roles in the agreement of the company associated with mizuho bank, ltd.","agents, arrangers",2,0,1,"Joint Lead Arrangers and Joint Bookrunners, Documentation Agents"
60,what are the roles in the agreement of the company associated with the bank of nova scotia,"agents, arrangers, bookrunners",2,0,1,"Documentation Agents, Joint Lead Arrangers and Joint Bookrunners"
60,"what are the roles in the agreement of the company associated with capital one, national association","agents, arrangers, bookrunners",2,0,1,Not found
74,"who are the authorized signatorys of credit suisse ag, cayman islands branch","christopher day, karim rahimtoola",2,0,1,Not found
74,who are the managing directors of suntrust bank,"nick hahn, jon singer",2,0,1,Not found
74,"who are the managing directors of suntrust robinson humphrey, inc","stacy moritz, todd m. koetje",2,0,1,Not found
74,what are the roles in the agreement of the company where stacy moritz is employed,"arrangers, bookrunners",2,0,1,Not found
74,what are the roles in the agreement of the company where todd m. koetje is employed,"arrangers, bookrunners",2,0,1,Not found
74,what are the roles in the agreement of the company where jeff kalinowski is employed,"lc issuer, administrative agent",2,0,1,Not found
74,what are the roles in the agreement of the company where paula c. gordon is employed,"lc issuer, administrative agent",2,0,1,Not found
74,what are the roles in the agreement of the company associated with credit suisse securities usa llc,"arrangers, bookrunners",2,0,1,Not found
74,what are the roles in the agreement of the company associated with keybanc capital markets inc.,"arrangers, bookrunners",2,0,1,Not found
74,"what are the roles in the agreement of the company associated with suntrust robinson humphrey, inc","arrangers, bookrunners",2,0,1,Not found
74,what are the roles in the agreement of the company associated with keybank national association,"lc issuer, administrative agent",2,0,1,Not found
149,what are the roles in the agreement of the company where michelle handy is employed,"lead arranger, collateral agent, administrative agent",2,0,1,"Manager, Portfolio Manager, Managing Director"
149,"what are the roles in the agreement of the company associated with feac agent, llc","lead arranger, collateral agent, administrative agent",2,0,1,"Administrative Agent, Collateral Agent and Lead Arranger"
161,who are the senior vice presidents of first financial bank,"john wilgus, sean apicella",2,0,1,Not found
161,who are the vice presidents of the huntington national bank,"joe white, thomas z. schmitt",2,0,1,Not found
161,who are the directors of truist bank,"ryan almond, jonas robinson",2,0,1,Not found
161,what are the roles in the agreement of the company where joe white is employed,"lender, lead arrangers, co syndication agents",2,0,1,Not found
161,what are the roles in the agreement of the company where thomas z. schmitt is employed,"lender, lead arrangers, co syndication agents",2,0,1,Not found
161,what are the roles in the agreement of the company where ryan almond is employed,"lender, co syndication agents",2,0,1,Not found
161,what are the roles in the agreement of the company where jonas robinson is employed,"lender, co syndication agents",2,0,1,Not found
161,what are the roles in the agreement of the company associated with bmo capital markets,"lead arrangers, co syndication agents",2,0,1,Not found
161,what are the roles in the agreement of the company associated with keybank national association,lenders,2,0,1,Not found
161,what are the roles in the agreement of the company associated with the huntington national bank,"lender, lead arrangers, co syndication agents",2,0,1,"JOINT-LEAD ARRANGERS, AS CO-SYNDICATION AGENTS"
161,what are the roles in the agreement of the company associated with truist bank,"lender, co syndication agents",2,0,1,Not found
160,"who are the vice presidents of mufg bank, ltd.","joseph siri, martin corrigan",2,0,1,Not found
160,who are the directors of truist bank,"steve curran, amanuel assefa",2,0,1,Not found
160,what are the roles in the agreement of the company where helen d. davis is employed,"issuing bank, lead arrangers",2,0,1,Not found
160,what are the roles in the agreement of the company associated with barclays bank plc,"bookrunners, issuing bank, lead arrangers, administrative agent",2,0,1,"Administrative Agent, an Issuing Bank and a Lender"
160,"what are the roles in the agreement of the company associated with bofa securities, inc","bookrunners, lead arrangers",2,0,1,Not found
160,"what are the roles in the agreement of the company associated with morgan stanley senior funding, inc","bookrunners, lead arrangers",2,0,1,Not found
160,"what are the roles in the agreement of the company associated with jpmorgan chase bank, n.a.","issuing bank, lead arrangers",2,0,1,Not found
148,who are the managing directors of bnp paribas,"greg strauss, p. nicholas rogers",2,0,1,Not found
148,who are the senior vice presidents of td bank,"emily chott, r. ruining nguyen, jonathan f. lindvall",2,0,1,Not found
148,who are the vice presidents of bank of america,"meng zhang, will hicks, liliana claar, rumesha ahmed, karim remtoula",2,0,1,Not found
148,who are the directors of bank of america,"craig malloy, mukesh singh, todd kennedy, jonathan eady, katherine bass",2,0,1,Not found
148,what are the roles in the agreement of the company where p. nicholas rogers is employed,"lender, co syndication agents",2,0,1,Not found
148,what are the roles in the agreement of the company where greg strauss is employed,"lender, co syndication agents",2,0,1,Not found
148,what are the roles in the agreement of the company where r. ruining nguyen is employed,"lender, co syndication agents",2,0,1,Not found
148,what are the roles in the agreement of the company where emily chott is employed,"lender, co syndication agents",2,0,1,Not found
148,what are the roles in the agreement of the company where jonathan f. lindvall is employed,"lender, co syndication agents",2,0,1,Not found
148,what are the roles in the agreement of the company where todd kennedy is employed,"lender, administrative agent",2,0,1,Not found
148,what are the roles in the agreement of the company where katherine bass is employed,"lender, administrative agent",2,0,1,Not found
148,what are the roles in the agreement of the company where craig malloy is employed,"lender, administrative agent",2,0,1,Not found
148,what are the roles in the agreement of the company where rumesha ahmed is employed,"lender, administrative agent",2,0,1,Not found
148,what are the roles in the agreement of the company where jonathan eady is employed,"lender, administrative agent",2,0,1,Not found
148,what are the roles in the agreement of the company where will hicks is employed,"lender, administrative agent",2,0,1,Not found
148,what are the roles in the agreement of the company where karim remtoula is employed,"lender, administrative agent",2,0,1,Not found
148,what are the roles in the agreement of the company where meng zhang is employed,"lender, administrative agent",2,0,1,Not found
148,what are the roles in the agreement of the company where liliana claar is employed,"lender, administrative agent",2,0,1,Not found
148,what are the roles in the agreement of the company where mukesh singh is employed,"lender, administrative agent",2,0,1,Not found
148,what are the roles in the agreement of the company associated with bnp paribas,"lender, co syndication agents",2,0,1,"Co-Syndication Agents, Joint Lead Arrangers and Joint Bookrunners"
148,what are the roles in the agreement of the company associated with national westminster bank plc,"lender, documentation agents",2,0,1,Not found
148,what are the roles in the agreement of the company associated with the bank of nova scotia,"lender, documentation agents",2,0,1,Not found
148,what are the roles in the agreement of the company associated with u.s. bank national association,"lender, documentation agents",2,0,1,Not found
148,"what are the roles in the agreement of the company associated with wells fargo securities, llc","bookrunners, lead arrangers",2,0,1,Not found
148,what are the roles in the agreement of the company associated with td bank,"lender, co syndication agents",2,0,1,"Co-Syndication Agents, Joint Lead Arrangers and Joint Bookrunners"
148,what are the roles in the agreement of the company associated with bank of america,"lender, administrative agent",2,0,1,Not found
75,what are the roles in the agreement of the company associated with j.p. morgan securities llc,"bookrunner, lead arranger",2,0,1,Not found
61,"what roles do both bnp paribas and citibank, n.a. have in the agreement",syndication agent,1,1,1,Not found
