document_number,question,answer,num_hops,num_set_operations,multiple_answer_dimension,llm_response,multiple_answers,f1_score,edit_distance,cosine_similarity,llm_as_a_judge
88,"who is the chief financial officer of the company associated with 6922 hollywood blvd., suite 500los angeles, ca 90028",r. scott turicchi,3,0,,R. Scott Turicchi,0.0,1.0,0.0,1.0000000000000002,5
88,who is the chief financial officer of the company where jeremy rossen is employed,r. scott turicchi,3,0,,R. Scott Turicchi,0.0,1.0,0.0,1.0000000000000002,5
88,who is the president of the company where jeremy rossen is employed,r. scott turicchi,3,0,,R. Scott Turicchi,0.0,1.0,0.0,1.0000000000000002,5
88,who is the chief financial officer of the company where steve dunn is employed,r. scott turicchi,3,0,,R. Scott Turicchi,0.0,1.0,0.0,1.0000000000000002,5
88,who is the president of the company where steve dunn is employed,r. scott turicchi,3,0,,R. Scott Turicchi,0.0,1.0,0.0,1.0000000000000002,5
88,who is the director of the company which is the agent in the agreement,westley white,3,0,,Westley White,0.0,1.0,0.0,1.0000000000000002,5
88,who is the director of the company which is the issuing bank in the agreement,westley white,3,0,,Westley White,0.0,1.0,0.0,1.0000000000000002,5
88,who is the director of the company which is the lender in the agreement,westley white,3,0,,Westley White,0.0,1.0,0.0,1.0000000000000002,5
88,who is the director of the company which is the swing line lender in the agreement,westley white,3,0,,Westley White,0.0,1.0,0.0,1.0000000000000002,5
88,who is the chief financial officer of the company which is the liability company in the agreement,r. scott turicchi,3,0,,R. Scott Turicchi,0.0,1.0,0.0,1.0000000000000002,5
88,who is the president of the company which is the liability company in the agreement,r. scott turicchi,3,0,,R. Scott Turicchi,0.0,1.0,0.0,1.0000000000000002,5
89,"who is the chief financial officer and managing director of agiliti surgical, inc.",charles p. holden,2,1,,Not found,0.0,0.0,0.875,0.0,1
89,"who is the general counsel and svp of agiliti health, inc.",lee neumann,2,1,,Lee Neumann,0.0,1.0,0.0,1.0000000000000002,5
89,"who is the general counsel and treasurer of agiliti health, inc.",lee neumann,2,1,,Not found,0.0,0.0,0.7272727272727273,0.0,1
89,"who is the general counsel and vp finance of agiliti health, inc.",lee neumann,2,1,,Not found,0.0,0.0,0.7272727272727273,0.0,1
89,"who is the svp and treasurer of agiliti health, inc.",lee neumann,2,1,,Matthew McCabe,0.0,0.0,0.7857142857142857,0.0,1
89,"who is the svp and vp finance of agiliti health, inc.",lee neumann,2,1,,Not found,0.0,0.0,0.7272727272727273,0.0,1
89,"who is the treasurer and vp finance of agiliti health, inc.",lee neumann,2,1,,Not found,0.0,0.0,0.7272727272727273,0.0,1
89,"who is the managing director of the company associated with 10 s. dearbornchicago, il 60603",sabir hashmy,3,0,,Sabir Hashmy,0.0,1.0,0.0,1.0000000000000002,5
89,"who is the vp finance of the company associated with 6625 west 78th street, suite 300minneapolis, mn 55439",lee neumann,3,0,,Matthew McCabe,0.0,0.0,0.7857142857142857,0.0,1
89,"who is the treasurer of the company associated with 6625 west 78th street, suite 300minneapolis, mn 55439",lee neumann,3,0,,Matthew McCabe,0.0,0.0,0.7857142857142857,0.0,1
89,"who is the svp of the company associated with 6625 west 78th street, suite 300minneapolis, mn 55439",lee neumann,3,0,,Lee Neumann,0.0,1.0,0.0,1.0000000000000002,5
89,"who is the general counsel of the company associated with 6625 west 78th street, suite 300minneapolis, mn 55439",lee neumann,3,0,,Lee Neumann,0.0,1.0,0.0,1.0000000000000002,5
89,who is the managing director of the company where james b. pekarek is employed,charles p. holden,3,0,,Charles P. Holden,0.0,1.0,0.0,1.0000000000000002,5
89,who is the general counsel of the company where james pekarek is employed,lee neumann,3,0,,Lee Neumann,0.0,1.0,0.0,1.0000000000000002,5
89,who is the svp of the company where james pekarek is employed,lee neumann,3,0,,Lee Neumann,0.0,1.0,0.0,1.0000000000000002,5
89,who is the treasurer of the company where james pekarek is employed,lee neumann,3,0,,Matthew McCabe,0.0,0.0,0.7857142857142857,0.0,1
89,who is the vp finance of the company where james pekarek is employed,lee neumann,3,0,,Matthew McCabe,0.0,0.0,0.7857142857142857,0.0,1
89,who is the general counsel of the company where matthew mccabe is employed,lee neumann,3,0,,Lee Neumann,0.0,1.0,0.0,1.0000000000000002,5
89,who is the svp of the company where matthew mccabe is employed,lee neumann,3,0,,Lee Neumann,0.0,1.0,0.0,1.0000000000000002,5
89,who is the treasurer of the company where matthew mccabe is employed,lee neumann,3,0,,Matthew McCabe,0.0,0.0,0.7857142857142857,0.0,1
89,who is the vp finance of the company where matthew mccabe is employed,lee neumann,3,0,,Matthew McCabe,0.0,0.0,0.7857142857142857,0.0,1
89,who is the managing director of the company where leonida mischke is employed,sabir hashmy,3,0,,Sabir Hashmy,0.0,1.0,0.0,1.0000000000000002,5
89,who is the managing director of the company which is the administrative agent in the agreement,sabir hashmy,3,0,,Sabir Hashmy,0.0,1.0,0.0,1.0000000000000002,5
89,who is the managing director of the company which is the lead arrangers in the agreement,sabir hashmy,3,0,,Not found,0.0,0.0,0.9166666666666666,0.0,1
89,who is the managing director of the company which is the bookrunners in the agreement,sabir hashmy,3,0,,Not found,0.0,0.0,0.9166666666666666,0.0,1
62,"who is the chief financial officer and senior vice president of michigan electric transmission company, llc",gretchen l. holloway,2,1,,Gretchen L. Holloway,0.0,1.0,0.0,1.0000000000000002,5
62,who is the chief financial officer of the company which is the borrower in the agreement,gretchen l. holloway,3,0,,Gretchen L. Holloway,0.0,1.0,0.0,1.0000000000000002,5
62,who is the senior vice president of the company which is the borrower in the agreement,gretchen l. holloway,3,0,,Gretchen L. Holloway,0.0,1.0,0.0,1.0000000000000002,5
62,who is the managing director of the company which is the arranger in the agreement,pradeep mehra,3,0,,Pradeep Mehra,0.0,1.0,0.0,1.0000000000000002,5
62,who is the managing director of the company which is the bookrunner in the agreement,pradeep mehra,3,0,,Pradeep Mehra,0.0,1.0,0.0,1.0000000000000002,5
76,who is the chief financial officer and executive vice president of microsemi corporation,john w. hohener,2,1,,John W. Hohener,0.0,1.0,0.0,1.0000000000000002,5
76,who is the chief financial officer and secretary of microsemi corporation,john w. hohener,2,1,,John W. Hohener,0.0,1.0,0.0,1.0000000000000002,5
76,who is the chief financial officer and treasurer of microsemi corporation,john w. hohener,2,1,,John W. Hohener,0.0,1.0,0.0,1.0000000000000002,5
76,who is the executive vice president and secretary of microsemi corporation,john w. hohener,2,1,,John W. Hohener,0.0,1.0,0.0,1.0000000000000002,5
76,who is the executive vice president and treasurer of microsemi corporation,john w. hohener,2,1,,John W. Hohener,0.0,1.0,0.0,1.0000000000000002,5
76,who is the secretary and treasurer of microsemi corporation,john w. hohener,2,1,,Not found,0.0,0.0,0.7142857142857143,0.0,1
76,who is the chief financial officer of the company which is the borrower in the agreement,john w. hohener,3,0,,John W. Hohener,0.0,1.0,0.0,1.0000000000000002,5
76,who is the executive vice president of the company which is the borrower in the agreement,john w. hohener,3,0,,John W. Hohener,0.0,1.0,0.0,1.0000000000000002,5
76,who is the secretary of the company which is the borrower in the agreement,john w. hohener,3,0,,John W. Hohener,0.0,1.0,0.0,1.0000000000000002,5
76,who is the treasurer of the company which is the borrower in the agreement,john w. hohener,3,0,,John W. Hohener,0.0,1.0,0.0,1.0000000000000002,5
76,who is the authorized signatory of the company which is the administrative agent in the agreement,jonathon rauen,3,0,,Jonathon Rauen,0.0,1.0,0.0,1.0000000000000002,5
76,who is the authorized signatory of the company which is the lead arrangers in the agreement,jonathon rauen,3,0,,Not found,0.0,0.0,0.7142857142857143,0.0,1
76,who is the authorized signatory of the company which is the bookrunners in the agreement,jonathon rauen,3,0,,Not found,0.0,0.0,0.7142857142857143,0.0,1
76,who is the authorized signatory of the company which is the collateral agent in the agreement,jonathon rauen,3,0,,Jonathon Rauen,0.0,1.0,0.0,1.0000000000000002,5
72,"who is the treasurer and vice president of stanley black decker, inc",craig a. douglas,2,1,,Craig A. Douglas,0.0,1.0,0.0,1.0000000000000002,5
72,"who is the treasurer of the company associated with 1000 stanley drivenew britain, connecticut 06053",craig a. douglas,3,0,,Craig A. Douglas,0.0,1.0,0.0,1.0000000000000002,5
72,"who is the vice president of the company associated with 1000 stanley drivenew britain, connecticut 06053",craig a. douglas,3,0,,Craig A. Douglas,0.0,1.0,0.0,1.0000000000000002,5
72,"who is the assistant vice president of the company associated with 25 canada squarecanary wharflondon, england e14 5lb",john summers,3,0,,John Summers,0.0,1.0,0.0,1.0000000000000002,5
72,"who is the vice president of the company associated with building 5 brett roadnew castle, de 19720",carolyn kee,3,0,,Carolyn Kee,0.0,1.0,0.0,1.0000000000000002,5
72,who is the authorized signatory of the company which is the lead arrangers in the agreement,ryan durkin,3,0,,Ryan Durkin,0.0,1.0,0.0,1.0000000000000002,5
72,who is the authorized signatory of the company which is the book runners in the agreement,ryan durkin,3,0,,Ryan Durkin,0.0,1.0,0.0,1.0000000000000002,5
72,who is the authorized signatory of the company which is the syndication agents in the agreement,ryan durkin,3,0,,Not found,0.0,0.0,0.9090909090909091,0.0,1
72,who is the managing director of the company which is the lead arrangers in the agreement,kay reedy,3,0,,Not found,0.0,0.0,0.8888888888888888,0.0,1
72,who is the managing director of the company which is the book runners in the agreement,kay reedy,3,0,,Kay Reedy,0.0,1.0,0.0,1.0000000000000002,5
72,who is the vice president of the company which is the administrative agent in the agreement,carolyn kee,3,0,,Carolyn Kee,0.0,1.0,0.0,1.0000000000000002,5
72,who is the assistant vice president of the company which is the lead arrangers in the agreement,john summers,3,0,,Not found,0.0,0.0,0.8333333333333334,0.0,1
72,who is the assistant vice president of the company which is the book runners in the agreement,john summers,3,0,,Not found,0.0,0.0,0.8333333333333334,0.0,1
72,who is the treasurer of the company which is the initial borrower in the agreement,craig a. douglas,3,0,,Craig A. Douglas,0.0,1.0,0.0,1.0000000000000002,5
72,who is the vice president of the company which is the initial borrower in the agreement,craig a. douglas,3,0,,Craig A. Douglas,0.0,1.0,0.0,1.0000000000000002,5
72,"what role does goldman sachs bank usa have in the agreement which is not the role of wells fargo securities, llc",syndication agents,2,1,,Syndication Agent,0.0,0.5,0.05555555555555555,0.33609692727625756,4
72,what role does goldman sachs bank usa have in the agreement which is not the role of citigroup global markets inc,syndication agents,2,1,,Syndication Agent,0.0,0.5,0.05555555555555555,0.33609692727625756,4
72,what company is the syndication agents but not the lead arrangers in the agreement,"wells fargo bank, national association",2,1,,"Wells Fargo Bank, National Association, Goldman Sachs Bank USA",0.0,0.7692307692307693,0.38333333333333336,0.7190400934963505,3
72,what company is the syndication agents but not the book runners in the agreement,"wells fargo bank, national association",2,1,,"Wells Fargo Bank, National Association, Goldman Sachs Bank USA",0.0,0.7692307692307693,0.38333333333333336,0.7190400934963505,3
72,what is the address of uk branch of the company which is the lead arrangers in the agreement,"england e14 5lb, 25 canada squarecanary wharflondon",3,0,,Not found,0.0,0.0,0.9,0.0,1
72,what is the address of uk branch of the company which is the book runners in the agreement,"england e14 5lb, 25 canada squarecanary wharflondon",3,0,,Not found,0.0,0.0,0.9,0.0,1
72,what is the address of uk branch of the company where john summers is employed,"england e14 5lb, 25 canada squarecanary wharflondon",3,0,,"25 Canada Square Canary Wharf London, England E14 5LB",0.0,0.6250000000000001,0.6538461538461539,0.4652915323370138,5
66,"who is the director and svp of bank of america, n.a.",ronnie glenn,2,1,,Sebastian Lurie,0.0,0.0,0.8666666666666667,0.0,1
66,"who is the cfo and treasurer of icu medical, inc.",brian m. bonnell,2,1,,Brian M. Bonnell,0.0,1.0,0.0,1.0000000000000002,5
66,"who is the cfo and treasurer of exc holding corp.tangent medical technologies, inc.excelsior medical corporationicu world, inc.",brian m. bonnell,2,1,,Brian M. Bonnell,0.0,1.0,0.0,1.0000000000000002,5
66,who is the svp of the company which is the issuing lender in the agreement,ronnie glenn,3,0,,"Kathryn E. Benjamin (HSBC Bank USA, National Association)",0.0,0.0,0.8727272727272727,0.0,1
66,who is the svp of the company which is the swingline lender in the agreement,ronnie glenn,3,0,,"Tom Priedeman (U.S. BANK NATIONAL ASSOCIATION), Joseph D. Hricovsky (The Huntington National Bank)",0.0,0.0,0.8936170212765957,0.0,1
66,who is the svp of the company which is the term loan a lender in the agreement,ronnie glenn,3,0,,"Tom Priedeman (U.S. BANK NATIONAL ASSOCIATION), Joseph D. Hricovsky (The Huntington National Bank), James Riley (Citibank N.A.)",0.0,0.0,0.9,0.0,1
66,who is the duly authorized signatory of the company which is the issuing lender in the agreement,karen m. dahlquist,3,0,,"Karen M. Dahlquist (CAPITAL ONE, NATIONAL ASSOCIATION)",0.0,0.6,0.6730769230769231,0.4494364165239822,4
66,who is the duly authorized signatory of the company which is the swingline lender in the agreement,karen m. dahlquist,3,0,,Not found,0.0,0.0,0.8235294117647058,0.0,1
66,who is the duly authorized signatory of the company which is the term loan a lender in the agreement,karen m. dahlquist,3,0,,Not found,0.0,0.0,0.8235294117647058,0.0,1
66,who is the authorized signer of the company which is the issuing lender in the agreement,james riley,3,0,,James Riley (Citibank N.A.),0.0,0.6666666666666666,0.56,0.5797386715376658,2
